number,filename,memorability
15419,00001502.jpg,0.687500
15420,00018854.jpg,0.526316
15421,00034783.jpg,0.744681
15422,00026851.jpg,0.555556
15423,00011649.jpg,0.888889
15424,00026083.jpg,0.777778
15425,00027745.jpg,0.733333
15426,00002962.jpg,0.767442
15427,00029704.jpg,0.930233
15428,00042861.jpg,0.634146
15429,00057540.jpg,0.925000
15430,00038526.jpg,0.833333
15431,00042842.jpg,0.809524
15432,00057003.jpg,0.836735
15433,00054551.jpg,0.558140
15434,00002925.jpg,0.854167
15435,00053963.jpg,0.939394
15436,00011280.jpg,0.813953
15437,00040853.jpg,0.547619
15438,00014597.jpg,0.642857
15439,00039348.jpg,0.921053
15440,00037857.jpg,0.516129
15441,00018964.jpg,0.926829
15442,00002246.jpg,0.767442
15443,00040633.jpg,0.820513
15444,00034118.jpg,0.916667
15445,00050190.jpg,0.583333
15446,00004985.jpg,0.619048
15447,00044357.jpg,0.704545
15448,00017342.jpg,0.625000
15449,00014579.jpg,0.926829
15450,00032823.jpg,0.891892
15451,00002082.jpg,0.837838
15452,00023769.jpg,0.871795
15453,00051567.jpg,0.410714
15454,00042821.jpg,0.820513
15455,00035887.jpg,0.720930
15456,00057826.jpg,0.527778
15457,00037253.jpg,0.642857
15458,00022395.jpg,0.666667
15459,00002516.jpg,0.829268
15460,00000394.jpg,0.763158
15461,00052102.jpg,0.697674
15462,00035091.jpg,0.552632
15463,00029424.jpg,0.595238
15464,00039280.jpg,0.690476
15465,00041293.jpg,0.711111
15466,00049645.jpg,0.782609
15467,00023848.jpg,0.378378
15468,00014140.jpg,0.730769
15469,00005959.jpg,0.861111
15470,00050107.jpg,0.589744
15471,00017106.jpg,0.810811
15472,00037360.jpg,0.625000
15473,00023881.jpg,0.875000
15474,00026561.jpg,0.970588
15475,00016130.jpg,0.829268
15476,00022852.jpg,0.800000
15477,00031118.jpg,0.883721
15478,00005133.jpg,0.769231
15479,00003573.jpg,0.571429
15480,00013286.jpg,0.875000
15481,00016342.jpg,0.772727
15482,00051217.jpg,0.800000
15483,00038597.jpg,0.595745
15484,00045458.jpg,0.659574
15485,00057024.jpg,0.675000
15486,00037295.jpg,0.725000
15487,00022124.jpg,0.692308
15488,00043236.jpg,0.785714
15489,00038176.jpg,0.660000
15490,00017839.jpg,0.781250
15491,00003064.jpg,0.545455
15492,00041023.jpg,0.771429
15493,00043108.jpg,0.634146
15494,00021408.jpg,0.636364
15495,00016561.jpg,0.702128
15496,00043594.jpg,0.697674
15497,00049446.jpg,0.555556
15498,00008523.jpg,0.697674
15499,00007106.jpg,0.777778
15500,00053754.jpg,0.714286
15501,00021764.jpg,0.897436
15502,00014083.jpg,0.675000
15503,00012300.jpg,0.935484
15504,00035847.jpg,0.718750
15505,00053018.jpg,0.775000
15506,00017847.jpg,0.666667
15507,00020584.jpg,0.659091
15508,00012478.jpg,0.555556
15509,00048638.jpg,0.800000
15510,00022304.jpg,0.861111
15511,00041101.jpg,0.844444
15512,00024699.jpg,0.897436
15513,00036764.jpg,0.800000
15514,00049573.jpg,0.743590
15515,00057312.jpg,0.800000
15516,00052357.jpg,0.904762
15517,00023868.jpg,0.897436
15518,00031914.jpg,0.743590
15519,00042029.jpg,0.685714
15520,00055167.jpg,0.822222
15521,00015263.jpg,0.820513
15522,00055896.jpg,0.853659
15523,00050151.jpg,0.659574
15524,00057069.jpg,0.666667
15525,00028401.jpg,0.800000
15526,00009918.jpg,0.925000
15527,00033246.jpg,0.750000
15528,00055926.jpg,0.930233
15529,00042669.jpg,0.918919
15530,00042639.jpg,0.545455
15531,00023895.jpg,0.837838
15532,00000266.jpg,0.743590
15533,00044150.jpg,0.658537
15534,00034573.jpg,0.593750
15535,00023345.jpg,0.785714
15536,00043581.jpg,0.560976
15537,00043454.jpg,0.684211
15538,00029440.jpg,0.756098
15539,00018739.jpg,0.951220
15540,00004481.jpg,0.977273
15541,00000544.jpg,0.789474
15542,00011811.jpg,0.615385
15543,00051106.jpg,0.674419
15544,00008442.jpg,0.696970
15545,00054032.jpg,0.739130
15546,00048838.jpg,0.468750
15547,00000232.jpg,0.833333
15548,00003353.jpg,0.825000
15549,00051064.jpg,0.794872
15550,00028831.jpg,0.750000
15551,00041095.jpg,0.674419
15552,00044814.jpg,0.611111
15553,00010904.jpg,0.571429
15554,00007493.jpg,0.857143
15555,00026254.jpg,0.888889
15556,00044037.jpg,0.634146
15557,00022291.jpg,0.900000
15558,00027655.jpg,0.552632
15559,00017958.jpg,0.586957
15560,00004403.jpg,0.686275
15561,00029930.jpg,0.871795
15562,00021520.jpg,0.864865
15563,00004165.jpg,0.925000
15564,00043237.jpg,0.780488
15565,00017584.jpg,0.736842
15566,00040244.jpg,0.861111
15567,00000242.jpg,0.840909
15568,00042267.jpg,0.864865
15569,00020777.jpg,0.885714
15570,00056323.jpg,0.813953
15571,00056213.jpg,0.928571
15572,00012430.jpg,0.837838
15573,00041878.jpg,0.850000
15574,00020329.jpg,0.658537
15575,00058596.jpg,0.730769
15576,00048065.jpg,0.947368
15577,00047949.jpg,0.921053
15578,00039843.jpg,0.953488
15579,00015097.jpg,0.340000
15580,00035822.jpg,0.594595
15581,00047283.jpg,0.631579
15582,00049263.jpg,0.800000
15583,00057286.jpg,0.868421
15584,00053882.jpg,0.600000
15585,00006118.jpg,0.800000
15586,00029089.jpg,0.885714
15587,00003486.jpg,0.818182
15588,00057886.jpg,0.775000
15589,00029312.jpg,0.531915
15590,00021681.jpg,0.743590
15591,00022163.jpg,0.545455
15592,00049868.jpg,0.785714
15593,00028511.jpg,0.815789
15594,00037244.jpg,0.578947
15595,00043954.jpg,0.529412
15596,00018356.jpg,0.871795
15597,00001956.jpg,0.906250
15598,00000107.jpg,0.761905
15599,00010325.jpg,0.948718
15600,00036254.jpg,0.641026
15601,00052678.jpg,0.692308
15602,00021212.jpg,0.833333
15603,00034429.jpg,0.902439
15604,00014518.jpg,0.975610
15605,00046723.jpg,0.931818
15606,00019384.jpg,0.717391
15607,00019132.jpg,0.866667
15608,00004311.jpg,0.756098
15609,00047113.jpg,0.650000
15610,00032309.jpg,0.840000
15611,00042610.jpg,0.825000
15612,00048967.jpg,0.800000
15613,00042596.jpg,0.711111
15614,00006864.jpg,0.431818
15615,00027609.jpg,0.828571
15616,00016706.jpg,0.523810
15617,00049326.jpg,0.789474
15618,00051701.jpg,0.775000
15619,00043248.jpg,0.523810
15620,00013150.jpg,0.750000
15621,00058474.jpg,0.875000
15622,00055143.jpg,0.885714
15623,00018949.jpg,0.717949
15624,00025400.jpg,0.902439
15625,00031328.jpg,0.594595
15626,00054808.jpg,0.939394
15627,00019451.jpg,0.720930
15628,00040327.jpg,0.729167
15629,00011680.jpg,0.842105
15630,00038166.jpg,0.894737
15631,00019383.jpg,0.923077
15632,00004732.jpg,0.853659
15633,00033541.jpg,0.837838
15634,00005508.jpg,0.739130
15635,00005584.jpg,0.857143
15636,00018604.jpg,0.774194
15637,00027007.jpg,1.000000
15638,00000134.jpg,0.973684
15639,00001740.jpg,0.837838
15640,00057740.jpg,0.764706
15641,00017935.jpg,0.878049
15642,00036483.jpg,0.687500
15643,00048090.jpg,0.777778
15644,00057899.jpg,0.705882
15645,00029112.jpg,0.833333
15646,00053840.jpg,0.809524
15647,00040133.jpg,0.700000
15648,00026578.jpg,0.790698
15649,00010026.jpg,0.837838
15650,00010020.jpg,0.687500
15651,00021990.jpg,0.523810
15652,00026565.jpg,0.707317
15653,00038857.jpg,0.861111
15654,00027723.jpg,0.757576
15655,00058301.jpg,0.828571
15656,00013881.jpg,0.936170
15657,00009793.jpg,0.820513
15658,00041558.jpg,0.897436
15659,00006606.jpg,0.589744
15660,00048210.jpg,0.883721
15661,00050625.jpg,0.818182
15662,00039470.jpg,0.804878
15663,00036382.jpg,0.687500
15664,00029167.jpg,0.955556
15665,00012060.jpg,0.722222
15666,00055434.jpg,0.977778
15667,00010966.jpg,0.674419
15668,00046148.jpg,0.800000
15669,00047162.jpg,0.555556
15670,00026886.jpg,0.783784
15671,00028539.jpg,0.769231
15672,00012486.jpg,0.727273
15673,00056912.jpg,0.897436
15674,00033512.jpg,0.810811
15675,00019235.jpg,0.853659
15676,00011699.jpg,0.820513
15677,00011078.jpg,0.785714
15678,00031141.jpg,0.864865
15679,00010799.jpg,0.857143
15680,00005771.jpg,0.482759
15681,00033222.jpg,0.937500
15682,00017107.jpg,0.789474
15683,00042362.jpg,0.777778
15684,00041551.jpg,0.813953
15685,00056012.jpg,0.894737
15686,00019150.jpg,0.600000
15687,00055742.jpg,0.513514
15688,00031594.jpg,0.916667
15689,00024301.jpg,0.916667
15690,00020640.jpg,0.823529
15691,00042353.jpg,0.642857
15692,00006918.jpg,0.789474
15693,00049914.jpg,0.923077
15694,00000504.jpg,0.976744
15695,00033017.jpg,0.800000
15696,00058232.jpg,0.790698
15697,00051018.jpg,0.833333
15698,00049448.jpg,0.681818
15699,00022091.jpg,0.542857
15700,00011028.jpg,0.891892
15701,00026570.jpg,0.926829
15702,00001530.jpg,0.800000
15703,00040600.jpg,0.833333
15704,00055775.jpg,0.734694
15705,00053668.jpg,0.863636
15706,00023376.jpg,0.750000
15707,00026065.jpg,0.777778
15708,00024806.jpg,0.775000
15709,00007777.jpg,0.673913
15710,00006523.jpg,0.738095
15711,00036765.jpg,0.406250
15712,00035975.jpg,0.514286
15713,00007748.jpg,0.757576
15714,00016839.jpg,0.794872
15715,00045100.jpg,0.750000
15716,00027256.jpg,0.638889
15717,00041979.jpg,0.897436
15718,00008446.jpg,0.702703
15719,00000384.jpg,0.893617
15720,00049294.jpg,0.904762
15721,00053085.jpg,0.836364
15722,00002734.jpg,0.875000
15723,00056034.jpg,0.837838
15724,00019352.jpg,0.976190
15725,00001019.jpg,0.891892
15726,00041918.jpg,0.681818
15727,00041674.jpg,0.785714
15728,00030656.jpg,0.905660
15729,00016814.jpg,0.690476
15730,00010598.jpg,0.809524
15731,00024972.jpg,0.833333
15732,00007552.jpg,0.666667
15733,00040254.jpg,0.809524
15734,00042930.jpg,0.666667
15735,00015369.jpg,0.976190
15736,00024928.jpg,0.463415
15737,00039183.jpg,0.861111
15738,00022968.jpg,0.696970
15739,00058140.jpg,0.694444
15740,00022059.jpg,0.697674
15741,00039777.jpg,1.000000
15742,00033810.jpg,0.634146
15743,00047117.jpg,0.863636
15744,00010405.jpg,0.804878
15745,00032160.jpg,0.810811
15746,00052914.jpg,0.789474
15747,00020072.jpg,0.813953
15748,00030234.jpg,0.777778
15749,00053217.jpg,0.657895
15750,00038754.jpg,0.651163
15751,00008517.jpg,0.739130
15752,00056155.jpg,0.906250
15753,00047282.jpg,0.681818
15754,00049387.jpg,0.555556
15755,00027308.jpg,0.777778
15756,00038099.jpg,0.548387
15757,00052370.jpg,0.690476
15758,00026421.jpg,0.725000
15759,00025497.jpg,0.694444
15760,00027869.jpg,0.902439
15761,00031148.jpg,0.880952
15762,00007330.jpg,0.948718
15763,00014109.jpg,0.722222
15764,00030261.jpg,0.760870
15765,00033436.jpg,0.825000
15766,00013973.jpg,0.860465
15767,00057800.jpg,0.772727
15768,00056334.jpg,0.750000
15769,00021303.jpg,0.812500
15770,00015827.jpg,0.763158
15771,00006283.jpg,0.871795
15772,00033435.jpg,0.648649
15773,00029643.jpg,0.928571
15774,00052515.jpg,0.791667
15775,00025025.jpg,0.659091
15776,00016950.jpg,0.790698
15777,00033610.jpg,0.454545
15778,00000854.jpg,0.789474
15779,00035127.jpg,0.739130
15780,00044430.jpg,0.666667
15781,00005213.jpg,0.812500
15782,00054733.jpg,0.725000
15783,00003770.jpg,0.717391
15784,00020328.jpg,0.931818
15785,00028032.jpg,0.621622
15786,00027573.jpg,0.880952
15787,00037725.jpg,0.666667
15788,00007073.jpg,0.875000
15789,00027337.jpg,0.953488
15790,00017147.jpg,0.897436
15791,00053638.jpg,0.625000
15792,00029806.jpg,0.702703
15793,00014946.jpg,0.897959
15794,00011070.jpg,0.743590
15795,00023944.jpg,0.511111
15796,00000424.jpg,0.755102
15797,00015710.jpg,0.950000
15798,00033455.jpg,0.846154
15799,00027274.jpg,0.416667
15800,00014318.jpg,0.804348
15801,00028655.jpg,0.675000
15802,00033302.jpg,0.785714
15803,00015535.jpg,0.897959
15804,00039861.jpg,0.617647
15805,00050011.jpg,0.842105
15806,00054168.jpg,0.756757
15807,00014273.jpg,0.454545
15808,00043479.jpg,0.780488
15809,00018278.jpg,1.000000
15810,00055495.jpg,0.750000
15811,00038966.jpg,0.609756
15812,00053750.jpg,0.857143
15813,00010792.jpg,0.794118
15814,00020285.jpg,0.600000
15815,00006689.jpg,0.567568
15816,00052905.jpg,0.628571
15817,00058278.jpg,0.450000
15818,00008554.jpg,0.775000
15819,00038697.jpg,0.651163
15820,00033109.jpg,0.800000
15821,00042679.jpg,0.886364
15822,00058364.jpg,0.925000
15823,00058338.jpg,0.809524
15824,00018569.jpg,0.866667
15825,00014053.jpg,0.794872
15826,00032919.jpg,0.709677
15827,00002321.jpg,0.950000
15828,00014945.jpg,0.843750
15829,00005236.jpg,0.634146
15830,00012841.jpg,0.750000
15831,00058121.jpg,0.923077
15832,00036977.jpg,0.600000
15833,00004845.jpg,0.833333
15834,00012824.jpg,0.870968
15835,00007228.jpg,0.696970
15836,00013787.jpg,0.743590
15837,00005096.jpg,0.705882
15838,00052240.jpg,0.878049
15839,00046455.jpg,0.700000
15840,00028987.jpg,0.871795
15841,00035314.jpg,0.540000
15842,00014103.jpg,0.857143
15843,00006472.jpg,0.962963
15844,00018002.jpg,0.651163
15845,00013492.jpg,0.641026
15846,00044067.jpg,0.694444
15847,00038229.jpg,0.785714
15848,00047306.jpg,0.590909
15849,00051312.jpg,0.744186
15850,00017242.jpg,0.575000
15851,00030630.jpg,0.604167
15852,00010839.jpg,0.772727
15853,00051479.jpg,0.894737
15854,00024549.jpg,0.687500
15855,00028059.jpg,0.900000
15856,00039791.jpg,0.857143
15857,00007357.jpg,0.513514
15858,00011294.jpg,0.934783
15859,00018703.jpg,0.860465
15860,00047064.jpg,0.694444
15861,00027039.jpg,0.763158
15862,00002330.jpg,0.558140
15863,00030805.jpg,0.513514
15864,00026802.jpg,0.657895
15865,00058280.jpg,0.975610
15866,00030288.jpg,0.954545
15867,00028427.jpg,0.677419
15868,00008512.jpg,0.805556
15869,00023749.jpg,0.560976
15870,00051296.jpg,1.000000
15871,00052305.jpg,0.978723
15872,00017095.jpg,0.891892
15873,00041557.jpg,0.634146
15874,00022708.jpg,0.750000
15875,00008196.jpg,0.809524
15876,00038777.jpg,0.717949
15877,00001520.jpg,0.697674
15878,00012757.jpg,0.893617
15879,00003333.jpg,0.722222
15880,00004018.jpg,0.731707
15881,00041634.jpg,0.586957
15882,00004514.jpg,0.897436
15883,00004414.jpg,0.717949
15884,00009072.jpg,0.473684
15885,00009452.jpg,0.933333
15886,00026115.jpg,0.897436
15887,00055439.jpg,0.851064
15888,00038101.jpg,0.300000
15889,00045179.jpg,0.809524
15890,00033269.jpg,0.625000
15891,00017557.jpg,0.714286
15892,00008818.jpg,0.684211
15893,00051612.jpg,0.866667
15894,00007232.jpg,0.804878
15895,00035305.jpg,0.791667
15896,00005850.jpg,0.868421
15897,00017142.jpg,0.800000
15898,00027021.jpg,0.833333
15899,00001223.jpg,0.833333
15900,00003514.jpg,0.950000
15901,00036191.jpg,0.714286
15902,00020986.jpg,0.761905
15903,00049939.jpg,0.977273
15904,00046809.jpg,0.736842
15905,00007196.jpg,0.600000
15906,00027374.jpg,0.767442
15907,00047729.jpg,0.789474
15908,00020202.jpg,0.921053
15909,00033008.jpg,0.833333
15910,00002669.jpg,0.707317
15911,00048542.jpg,0.785714
15912,00042196.jpg,0.804878
15913,00050515.jpg,0.782609
15914,00038253.jpg,0.868421
15915,00023184.jpg,0.780488
15916,00037566.jpg,0.461538
15917,00043332.jpg,0.857143
15918,00033521.jpg,0.857143
15919,00030374.jpg,0.872340
15920,00019193.jpg,0.736842
15921,00008846.jpg,0.632653
15922,00048513.jpg,0.769231
15923,00015165.jpg,0.822222
15924,00010338.jpg,1.000000
15925,00033947.jpg,0.647059
15926,00011140.jpg,0.857143
15927,00049091.jpg,0.853659
15928,00050755.jpg,0.875000
15929,00045209.jpg,0.756757
15930,00018107.jpg,0.729730
15931,00038038.jpg,0.787879
15932,00016207.jpg,0.976744
15933,00002659.jpg,0.891892
15934,00008277.jpg,0.581395
15935,00003023.jpg,0.877551
15936,00001112.jpg,0.825000
15937,00000471.jpg,0.883721
15938,00018204.jpg,0.935484
15939,00001259.jpg,0.739130
15940,00048200.jpg,0.767442
15941,00000345.jpg,0.850000
15942,00016943.jpg,0.886364
15943,00047711.jpg,0.488889
15944,00043661.jpg,0.947368
15945,00031051.jpg,0.852941
15946,00036279.jpg,0.439024
15947,00057302.jpg,0.972973
15948,00053393.jpg,0.675676
15949,00021025.jpg,0.604651
15950,00016362.jpg,0.622222
15951,00034432.jpg,0.685714
15952,00031216.jpg,0.829268
15953,00056124.jpg,0.588235
15954,00056225.jpg,0.750000
15955,00024798.jpg,0.813953
15956,00021477.jpg,0.902439
15957,00028288.jpg,0.941176
15958,00032886.jpg,0.812500
15959,00004990.jpg,0.767442
15960,00035428.jpg,0.511111
15961,00010362.jpg,0.736842
15962,00054339.jpg,0.945946
15963,00030232.jpg,0.692308
15964,00029422.jpg,0.810811
15965,00054612.jpg,0.486486
15966,00036660.jpg,0.567568
15967,00040167.jpg,0.735294
15968,00042345.jpg,0.820513
15969,00012204.jpg,0.888889
15970,00049085.jpg,0.861111
15971,00008516.jpg,0.470588
15972,00042101.jpg,0.847826
15973,00044073.jpg,0.705882
15974,00024923.jpg,0.900000
15975,00032758.jpg,0.942857
15976,00030300.jpg,0.900000
15977,00017581.jpg,0.743590
15978,00022988.jpg,0.883721
15979,00044585.jpg,0.723404
15980,00030525.jpg,0.951220
15981,00011994.jpg,0.871795
15982,00006991.jpg,0.769231
15983,00040309.jpg,0.743590
15984,00037107.jpg,0.685714
15985,00028846.jpg,0.714286
15986,00047990.jpg,0.641026
15987,00048904.jpg,0.813953
15988,00048157.jpg,0.895833
15989,00037618.jpg,0.805556
15990,00003092.jpg,0.750000
15991,00019575.jpg,0.918919
15992,00043129.jpg,0.736842
15993,00001690.jpg,0.547619
15994,00035113.jpg,0.878788
15995,00030041.jpg,0.857143
15996,00010450.jpg,0.805556
15997,00024634.jpg,1.000000
15998,00014686.jpg,0.906977
15999,00004941.jpg,0.812500
16000,00048373.jpg,0.705882
16001,00012250.jpg,0.882353
16002,00010178.jpg,0.945946
16003,00050284.jpg,0.880952
16004,00033216.jpg,0.809524
16005,00046043.jpg,0.744186
16006,00056647.jpg,0.545455
16007,00013642.jpg,0.755556
16008,00026257.jpg,0.769231
16009,00008831.jpg,0.674419
16010,00004693.jpg,0.918919
16011,00016202.jpg,0.722222
16012,00033724.jpg,0.815789
16013,00000559.jpg,0.700000
16014,00049776.jpg,0.677419
16015,00026912.jpg,0.589744
16016,00000665.jpg,0.568182
16017,00034027.jpg,0.787234
16018,00006143.jpg,0.681818
16019,00053532.jpg,0.851064
16020,00031330.jpg,0.857143
16021,00035205.jpg,0.486486
16022,00027620.jpg,0.812500
16023,00054913.jpg,0.918919
16024,00016675.jpg,0.745098
16025,00058361.jpg,0.948718
16026,00045165.jpg,0.828571
16027,00045439.jpg,0.791667
16028,00025659.jpg,0.710526
16029,00025875.jpg,0.733333
16030,00042366.jpg,0.891892
16031,00041764.jpg,0.847826
16032,00047828.jpg,0.790698
16033,00002228.jpg,0.640000
16034,00055284.jpg,0.800000
16035,00021841.jpg,0.702703
16036,00042444.jpg,0.900000
16037,00022358.jpg,0.805556
16038,00033986.jpg,0.536585
16039,00034785.jpg,0.500000
16040,00039963.jpg,0.523810
16041,00008322.jpg,0.847826
16042,00038618.jpg,0.704545
16043,00022026.jpg,0.600000
16044,00007539.jpg,0.600000
16045,00019679.jpg,0.763158
16046,00032782.jpg,0.944444
16047,00037850.jpg,0.511111
16048,00043909.jpg,0.581395
16049,00008710.jpg,0.743590
16050,00031756.jpg,0.777778
16051,00030518.jpg,0.925000
16052,00021910.jpg,0.685714
16053,00035429.jpg,0.564103
16054,00049038.jpg,0.930233
16055,00021790.jpg,0.636364
16056,00013574.jpg,0.936170
16057,00027266.jpg,0.651163
16058,00024560.jpg,0.977778
16059,00050128.jpg,0.770833
16060,00032820.jpg,0.875000
16061,00013852.jpg,0.800000
16062,00028687.jpg,0.941176
16063,00026155.jpg,0.542857
16064,00042260.jpg,0.523810
16065,00024966.jpg,0.888889
16066,00001469.jpg,0.952381
16067,00015852.jpg,0.666667
16068,00003931.jpg,0.921053
16069,00035436.jpg,0.418605
16070,00038433.jpg,0.800000
16071,00012728.jpg,0.972973
16072,00008159.jpg,0.947368
16073,00054652.jpg,0.800000
16074,00044200.jpg,0.837838
16075,00022423.jpg,0.673077
16076,00014607.jpg,0.750000
16077,00008377.jpg,0.825000
16078,00027593.jpg,0.564103
16079,00019182.jpg,0.953488
16080,00056592.jpg,0.900000
16081,00050547.jpg,0.775000
16082,00015514.jpg,0.897436
16083,00012888.jpg,0.714286
16084,00020377.jpg,0.935484
16085,00024376.jpg,0.804878
16086,00024736.jpg,0.888889
16087,00056608.jpg,0.900000
16088,00045622.jpg,0.848485
16089,00050761.jpg,0.818182
16090,00042696.jpg,0.756098
16091,00037954.jpg,0.680851
16092,00051065.jpg,0.750000
16093,00035246.jpg,0.813953
16094,00053038.jpg,0.765957
16095,00022034.jpg,0.829787
16096,00005976.jpg,0.794872
16097,00008453.jpg,0.594595
16098,00056436.jpg,0.717949
16099,00058312.jpg,0.850000
16100,00052893.jpg,0.609756
16101,00010583.jpg,0.800000
16102,00046979.jpg,0.625000
16103,00035117.jpg,0.642857
16104,00055459.jpg,0.893617
16105,00022640.jpg,0.580645
16106,00010894.jpg,0.878049
16107,00030307.jpg,0.840909
16108,00028278.jpg,0.704545
16109,00055791.jpg,0.846154
16110,00048129.jpg,0.857143
16111,00027835.jpg,0.904762
16112,00034853.jpg,0.515152
16113,00007394.jpg,0.750000
16114,00027124.jpg,0.761905
16115,00047207.jpg,0.743590
16116,00056935.jpg,0.916667
16117,00014892.jpg,0.577778
16118,00045109.jpg,0.871795
16119,00014679.jpg,0.794872
16120,00029351.jpg,0.558140
16121,00018037.jpg,0.692308
16122,00019673.jpg,0.763158
16123,00025819.jpg,0.571429
16124,00036163.jpg,0.634146
16125,00051310.jpg,0.625000
16126,00030134.jpg,0.837838
16127,00036074.jpg,0.710526
16128,00037910.jpg,0.525000
16129,00006616.jpg,0.625000
16130,00021121.jpg,0.820513
16131,00048169.jpg,0.589744
16132,00056606.jpg,0.777778
16133,00030170.jpg,0.742857
16134,00019766.jpg,0.789474
16135,00025429.jpg,0.688889
16136,00007407.jpg,0.704545
16137,00009460.jpg,0.857143
16138,00056428.jpg,0.536585
16139,00036478.jpg,0.921053
16140,00038173.jpg,0.818182
16141,00039215.jpg,0.733333
16142,00040817.jpg,0.717949
16143,00053423.jpg,0.916667
16144,00039257.jpg,0.545455
16145,00005091.jpg,0.714286
16146,00057813.jpg,0.666667
16147,00006390.jpg,0.829787
16148,00027177.jpg,0.489362
16149,00011417.jpg,0.622222
16150,00034032.jpg,0.378378
16151,00034547.jpg,0.488889
16152,00023597.jpg,0.769231
16153,00021088.jpg,0.750000
16154,00042460.jpg,0.560976
16155,00013894.jpg,0.488889
16156,00035250.jpg,0.675000
16157,00021167.jpg,0.973684
16158,00039132.jpg,0.844444
16159,00016924.jpg,0.948718
16160,00048440.jpg,0.769231
16161,00043541.jpg,0.780488
16162,00000859.jpg,0.666667
16163,00031212.jpg,0.761905
16164,00019469.jpg,0.846154
16165,00033171.jpg,0.828571
16166,00050390.jpg,0.809524
16167,00049304.jpg,0.756098
16168,00026274.jpg,0.869565
16169,00047225.jpg,0.425000
16170,00017140.jpg,0.909091
16171,00007337.jpg,0.688889
16172,00037529.jpg,0.705882
16173,00051453.jpg,0.631579
16174,00020768.jpg,0.743590
16175,00041858.jpg,0.775000
16176,00031665.jpg,0.800000
16177,00009402.jpg,0.928571
16178,00051886.jpg,0.864865
16179,00037565.jpg,0.630435
16180,00057768.jpg,0.750000
16181,00030091.jpg,0.795455
16182,00001635.jpg,0.341463
16183,00005473.jpg,0.939394
16184,00040333.jpg,0.575758
16185,00009754.jpg,0.577778
16186,00029903.jpg,0.921053
16187,00047210.jpg,0.700000
16188,00010702.jpg,0.850000
16189,00036450.jpg,0.534884
16190,00016865.jpg,0.888889
16191,00006297.jpg,0.952381
16192,00058136.jpg,0.883721
16193,00047641.jpg,0.723404
16194,00038154.jpg,0.842105
16195,00011181.jpg,0.953488
16196,00020509.jpg,0.560976
16197,00017969.jpg,0.863636
16198,00045721.jpg,0.657143
16199,00019062.jpg,0.897436
16200,00032943.jpg,0.800000
16201,00015668.jpg,0.690476
16202,00039609.jpg,0.783784
16203,00026121.jpg,0.700000
16204,00041291.jpg,0.868421
16205,00046755.jpg,0.837838
16206,00031103.jpg,0.743590
16207,00018937.jpg,0.950000
16208,00006093.jpg,0.838710
16209,00031428.jpg,0.673469
16210,00053250.jpg,0.775000
16211,00055593.jpg,0.432432
16212,00018902.jpg,0.923077
16213,00026314.jpg,0.685714
16214,00009963.jpg,0.785714
16215,00054194.jpg,0.800000
16216,00006757.jpg,0.928571
16217,00028625.jpg,0.916667
16218,00040316.jpg,0.761905
16219,00013053.jpg,0.808511
16220,00040382.jpg,0.775510
16221,00019973.jpg,0.371429
16222,00004215.jpg,0.761905
16223,00019060.jpg,0.756757
16224,00005037.jpg,0.823529
16225,00034344.jpg,0.477273
16226,00045334.jpg,0.707317
16227,00010807.jpg,0.842105
16228,00008843.jpg,0.794872
16229,00051769.jpg,0.727273
16230,00045232.jpg,0.725000
16231,00018354.jpg,0.764706
16232,00013682.jpg,0.970588
16233,00016674.jpg,0.638889
16234,00006586.jpg,0.684211
16235,00028023.jpg,0.864865
16236,00023581.jpg,0.717949
16237,00037015.jpg,0.564103
16238,00047772.jpg,0.684211
16239,00012619.jpg,0.885714
16240,00026858.jpg,0.650000
16241,00026371.jpg,0.857143
16242,00010844.jpg,0.687500
16243,00011051.jpg,0.575000
16244,00016146.jpg,0.769231
16245,00023993.jpg,0.552632
16246,00030495.jpg,0.763158
16247,00023234.jpg,0.875000
16248,00033242.jpg,0.500000
16249,00006516.jpg,0.921053
16250,00053384.jpg,0.761905
16251,00057874.jpg,0.894737
16252,00036121.jpg,0.904762
16253,00049035.jpg,0.555556
16254,00007972.jpg,0.843750
16255,00003815.jpg,0.731707
16256,00021263.jpg,0.813953
16257,00050763.jpg,0.722222
16258,00050996.jpg,0.615385
16259,00014669.jpg,0.804878
16260,00012962.jpg,0.767442
16261,00039533.jpg,0.782609
16262,00052435.jpg,0.757576
16263,00034006.jpg,0.677419
16264,00004510.jpg,0.828571
16265,00043734.jpg,0.812500
16266,00044386.jpg,0.842105
16267,00008813.jpg,0.921053
16268,00039381.jpg,0.844444
16269,00057792.jpg,0.857143
16270,00024102.jpg,0.783784
16271,00043928.jpg,0.846154
16272,00040228.jpg,0.636364
16273,00042756.jpg,0.622222
16274,00012485.jpg,0.820513
16275,00053546.jpg,0.718750
16276,00028342.jpg,0.657143
16277,00028618.jpg,0.926829
16278,00056349.jpg,0.674419
16279,00036169.jpg,0.769231
16280,00041615.jpg,0.921053
16281,00001571.jpg,0.634146
16282,00021003.jpg,0.812500
16283,00007436.jpg,0.526316
16284,00056927.jpg,0.595238
16285,00056982.jpg,0.840909
16286,00030465.jpg,0.947368
16287,00050690.jpg,0.675000
16288,00043101.jpg,0.666667
16289,00008382.jpg,0.930233
16290,00053237.jpg,0.840909
16291,00010409.jpg,0.564103
16292,00007365.jpg,0.930233
