image number,scene category,filename,hits,misses,false_alarms,correct_rejections
1866,other,112.jpg,0.604597580069,0.777558730945,0,0
1867,other,113.jpg,0.671905579934,0.819698468911,0,0
1868,other,114.jpg,0.811341773449,0.900745121246,0,0
1869,other,115.jpg,0.464251820606,0.681360272254,0,0
1870,other,116.jpg,0.642090891836,0.801305741797,0,0
1871,other,117.jpg,0.647276890066,0.80453520126,0,0
1872,other,118.jpg,0.375703716585,0.612946748572,0,0
1873,other,119.jpg,0.839081849105,0.916014109665,0,0
1874,other,120.jpg,0.579935890617,0.761535219551,0,0
1875,other,121.jpg,0.846748587935,0.920189430463,0,0
1876,other,122.jpg,0.825006952218,0.908298933291,0,0
1877,other,123.jpg,0.478615647807,0.691820531501,0,0
1878,other,124.jpg,0.778574513641,0.882368694844,0,0
1879,other,125.jpg,0.451445505615,0.671896945681,0,0
1880,other,126.jpg,0.753682892413,0.868149118765,0,0
1881,other,127.jpg,0.573703733442,0.757432329282,0,0
1882,other,128.jpg,0.713870347105,0.844908484456,0,0
1883,other,129.jpg,0.658081372274,0.811222147302,0,0
1884,other,130.jpg,0.758492437056,0.870914712848,0,0
1885,other,131.jpg,0.727292486708,0.85281445034,0,0
1886,other,132.jpg,0.81952051159,0.905273721915,0,0
1887,other,133.jpg,0.799498868446,0.89414700606,0,0
1888,other,134.jpg,0.56546224085,0.751972234095,0,0
1889,other,135.jpg,0.63498342663,0.7968584734,0,0
1890,other,136.jpg,0.661334360223,0.813224667741,0,0
1891,other,137.jpg,0.682455840244,0.82610885496,0,0
1892,other,138.jpg,0.713003856999,0.844395557188,0,0
1893,other,139.jpg,0.696422057587,0.834519057654,0,0
1894,other,140.jpg,0.604470370356,0.777476925931,0,0
1895,other,141.jpg,0.717731677922,0.847190461421,0,0
1896,other,142.jpg,0.635248221687,0.797024605446,0,0
1897,other,143.jpg,0.82682851348,0.909301112657,0,0
1898,other,144.jpg,0.356309039593,0.596916275195,0,0
1899,other,145.jpg,0.631332970445,0.794564642081,0,0
1900,other,146.jpg,0.690869864259,0.831185818129,0,0
1901,other,147.jpg,0.702167948514,0.83795462199,0,0
1902,other,148.jpg,0.713558870715,0.844724138826,0,0
1903,other,149.jpg,0.790732062381,0.889231163636,0,0
1904,other,150.jpg,0.602354974666,0.776115310161,0,0
1905,other,151.jpg,0.667891652677,0.817246384316,0,0
1906,other,152.jpg,0.57108963711,0.755704728786,0,0
1907,other,153.jpg,0.370381902736,0.608590094182,0,0
1908,other,154.jpg,0.692530676768,0.832184280534,0,0
1909,other,155.jpg,0.574644685794,0.758053220951,0,0
1910,other,156.jpg,0.733840423281,0.856644864154,0,0
1911,other,157.jpg,0.697620712423,0.835236919935,0,0
1912,other,158.jpg,0.516431897563,0.718631962525,0,0
1913,other,159.jpg,0.699512598715,0.836368697833,0,0
1914,other,160.jpg,0.439086024002,0.662635664602,0,0
1915,other,161.jpg,0.658460732093,0.81145593355,0,0
1916,other,162.jpg,0.740763048222,0.860675925202,0,0
1917,other,163.jpg,0.717800986021,0.847231365107,0,0
1918,other,164.jpg,0.581073195633,0.762281572408,0,0
1919,other,165.jpg,0.618997408234,0.786763883407,0,0
1920,other,166.jpg,0.815094077014,0.902825607199,0,0
1921,other,167.jpg,0.703357452899,0.838664088237,0,0
1922,other,168.jpg,0.437583713329,0.661501106068,0,0
1923,other,169.jpg,0.602479571501,0.776195575549,0,0
1924,other,170.jpg,0.747050795767,0.864321002734,0,0
1925,other,171.jpg,0.680621721829,0.824998013228,0,0
1926,other,172.jpg,0.682746202319,0.826284577079,0,0
1927,other,173.jpg,0.791048894996,0.889409295542,0,0
1928,other,174.jpg,0.635505291837,0.797185857775,0,0
1929,other,175.jpg,0.780243930124,0.883314174076,0,0
1930,other,176.jpg,0.551554614892,0.742667230254,0,0
1931,other,177.jpg,0.499049712198,0.706434506659,0,0
1932,other,178.jpg,0.615438634031,0.784498970064,0,0
1933,other,179.jpg,0.698831095788,0.83596118079,0,0
1934,other,180.jpg,0.684387755236,0.82727731459,0,0
1935,other,181.jpg,0.493951585553,0.702816893332,0,0
1936,other,182.jpg,0.373670216719,0.61128570793,0,0
1937,other,183.jpg,0.593224280601,0.770210543034,0,0
1938,other,184.jpg,0.613049549798,0.782974807895,0,0
1939,other,185.jpg,0.718311541303,0.84753261961,0,0
1940,other,186.jpg,0.568692834916,0.754117255416,0,0
1941,other,187.jpg,0.653627984081,0.8084726242,0,0
1942,other,188.jpg,0.58089541085,0.762164949896,0,0
1943,other,189.jpg,0.700185433938,0.83677083717,0,0
1944,other,190.jpg,0.523024757076,0.723204505708,0,0
1945,other,191.jpg,0.748551300677,0.865188592549,0,0
1946,other,192.jpg,0.287959608064,0.536618680316,0,0
1947,other,193.jpg,0.643116638295,0.801945533247,0,0
1948,other,194.jpg,0.757377162366,0.870274188039,0,0
1949,other,195.jpg,0.558901086147,0.747596874089,0,0
1950,other,196.jpg,0.662891069615,0.814181226519,0,0
1951,other,197.jpg,0.617293797849,0.785680468034,0,0
1952,other,198.jpg,0.488113897679,0.698651485133,0,0
1953,other,199.jpg,0.719269343121,0.848097484445,0,0
1954,other,200.jpg,0.614269012811,0.783753158087,0,0
1955,other,201.jpg,0.726751559591,0.852497249022,0,0
1956,other,202.jpg,0.49919300956,0.706535922342,0,0
1957,other,203.jpg,0.767902375469,0.876300391115,0,0
1958,other,204.jpg,0.355110531288,0.595911512968,0,0
1959,other,205.jpg,0.534269114889,0.730937148385,0,0
1960,other,206.jpg,0.768344041775,0.876552361115,0,0
1961,other,207.jpg,0.745282241824,0.863297307898,0,0
1962,other,208.jpg,0.643927797472,0.802451118432,0,0
1963,other,209.jpg,0.464955286651,0.681876298643,0,0
1964,other,210.jpg,0.42690541432,0.653379992287,0,0
1965,other,211.jpg,0.478508775878,0.691743287556,0,0
1966,other,212.jpg,0.64919086212,0.805723812556,0,0
1967,other,213.jpg,0.690802224142,0.831145128207,0,0
1968,other,214.jpg,0.65946317396,0.812073379664,0,0
1969,other,215.jpg,0.61437477726,0.783820628244,0,0
1970,other,216.jpg,0.530873126999,0.728610408242,0,0
1971,other,217.jpg,0.701255322204,0.837409889005,0,0
1972,other,218.jpg,0.731599261824,0.855335759701,0,0
1973,other,219.jpg,0.554078555769,0.744364531509,0,0
1974,other,220.jpg,0.549502808915,0.741284566759,0,0
1975,other,221.jpg,0.787208238675,0.887247563352,0,0
1976,other,222.jpg,0.709735774364,0.842458173658,0,0
1977,other,223.jpg,0.464055066592,0.681215873708,0,0
1978,other,224.jpg,0.49502798283,0.703582250224,0,0
1979,other,225.jpg,0.248080505399,0.498076806727,0,0
1980,other,226.jpg,0.726335497938,0.852253188869,0,0
1981,other,227.jpg,0.628250605492,0.792622612277,0,0
1982,other,228.jpg,0.625391165377,0.790816771052,0,0
1983,other,229.jpg,0.682277291912,0.826000782029,0,0
1984,other,230.jpg,0.451236056855,0.671741063845,0,0
1985,other,231.jpg,0.534835978591,0.731324810594,0,0
1986,other,232.jpg,0.501900726711,0.708449523051,0,0
1987,other,233.jpg,0.368002167252,0.606631821826,0,0
1988,other,234.jpg,0.57906306261,0.760961932432,0,0
1989,other,235.jpg,0.746180794688,0.863817570259,0,0
1990,other,236.jpg,0.89043102822,0.943626530053,0,0
1991,other,237.jpg,0.813787304291,0.902101604195,0,0
1992,other,238.jpg,0.686880930281,0.828782800425,0,0
1993,other,239.jpg,0.47880845817,0.691959867457,0,0
1994,other,240.jpg,0.548616536224,0.740686530338,0,0
1995,other,241.jpg,0.788785677925,0.888136069488,0,0
1996,other,242.jpg,0.450629351019,0.671289319905,0,0
1997,other,243.jpg,0.629963482252,0.793702388967,0,0
1998,other,244.jpg,0.708906214365,0.841965684791,0,0
1999,other,245.jpg,0.69124872615,0.831413691341,0,0
2000,other,246.jpg,0.668789417283,0.817795461764,0,0
2001,other,247.jpg,0.48160619407,0.693978525655,0,0
2002,other,248.jpg,0.47775343951,0.691197106121,0,0
2003,other,249.jpg,0.656875293686,0.810478435053,0,0
2004,other,250.jpg,0.803272325182,0.896254609574,0,0
2005,other,251.jpg,0.745046253802,0.863160618774,0,0
2006,other,252.jpg,0.326112017831,0.571062183856,0,0
2007,other,253.jpg,0.730609529427,0.854757000221,0,0
2008,other,254.jpg,0.765740726194,0.875066126755,0,0
2009,other,255.jpg,0.695787355203,0.834138690628,0,0
2010,other,256.jpg,0.694650683285,0.833457067452,0,0
2011,other,257.jpg,0.602795013803,0.776398746652,0,0
2012,other,258.jpg,0.708117696213,0.84149729424,0,0
2013,other,259.jpg,0.646537450042,0.804075525086,0,0
2014,other,260.jpg,0.633296164737,0.795799073094,0,0
2015,other,261.jpg,0.497465475077,0.705312324489,0,0
2016,other,262.jpg,0.33225238745,0.576413382435,0,0
2017,other,263.jpg,0.247021028051,0.497012100508,0,0
2018,other,264.jpg,0.411678281957,0.641621603406,0,0
2019,other,265.jpg,0.762508695816,0.873217439024,0,0
2020,other,266.jpg,0.679916248078,0.824570341498,0,0
2021,other,267.jpg,0.713047946472,0.844421663905,0,0
2022,other,268.jpg,0.666371309659,0.8163156924,0,0
2023,other,269.jpg,0.704970531275,0.839625232634,0,0
2024,other,270.jpg,0.539134317974,0.734257664566,0,0
2025,other,271.jpg,0.711035035637,0.843228934298,0,0
2026,other,272.jpg,0.642071312757,0.801293524719,0,0
2027,other,273.jpg,0.740084802948,0.860281816005,0,0
2028,other,274.jpg,0.647780692315,0.804848241792,0,0
2029,other,275.jpg,0.604976949713,0.777802641878,0,0
2030,other,276.jpg,0.566723086201,0.752810126261,0,0
2031,other,277.jpg,0.630053485673,0.793759085411,0,0
2032,other,278.jpg,0.562644433491,0.750096282814,0,0
2033,other,279.jpg,0.338323229905,0.581655593891,0,0
2034,other,280.jpg,0.357853340515,0.598208442363,0,0
2035,other,281.jpg,0.622208740013,0.788802091791,0,0
2036,other,282.jpg,0.685613907799,0.828018060068,0,0
2037,other,283.jpg,0.55231759665,0.743180729466,0,0
2038,other,284.jpg,0.659680264244,0.81220703287,0,0
2039,other,285.jpg,0.588716803151,0.76727883012,0,0
2040,other,286.jpg,0.658928568151,0.811744151904,0,0
2041,other,287.jpg,0.571255835543,0.755814683334,0,0
2042,other,288.jpg,0.687271188313,0.829018207468,0,0
2043,other,289.jpg,0.419584241707,0.647753225933,0,0
2044,other,290.jpg,0.523785947994,0.723730576937,0,0
2045,other,291.jpg,0.569581963129,0.754706541067,0,0
2046,other,292.jpg,0.431014214704,0.656516728427,0,0
2047,other,293.jpg,0.843311164885,0.918319750896,0,0
2048,other,294.jpg,0.445133074859,0.667182939574,0,0
2049,other,295.jpg,0.64476158901,0.802970478293,0,0
2050,other,296.jpg,0.625596723803,0.790946726274,0,0
2051,other,297.jpg,0.578764002197,0.760765405495,0,0
2052,other,298.jpg,0.647050224213,0.804394321345,0,0
2053,other,299.jpg,0.746952440049,0.864264103182,0,0
2054,other,300.jpg,0.753268782857,0.867910584598,0,0
2055,other,301.jpg,0.836495449102,0.914601251422,0,0
2056,other,302.jpg,0.758029744797,0.870649036522,0,0
2057,other,303.jpg,0.633994149956,0.796237495949,0,0
2058,other,304.jpg,0.56205705266,0.749704643616,0,0
2059,other,305.jpg,0.591560542109,0.76912973035,0,0
2060,other,306.jpg,0.57250283019,0.756639167761,0,0
2061,other,307.jpg,0.77906891115,0.88264880397,0,0
2062,other,308.jpg,0.515001587873,0.717636111043,0,0
2063,other,309.jpg,0.72975278845,0.854255692665,0,0
2064,other,310.jpg,0.640094896233,0.800059307947,0,0
2065,other,311.jpg,0.623784925191,0.789800560389,0,0
2066,other,312.jpg,0.520055267276,0.721148575036,0,0
2067,other,313.jpg,0.498698887542,0.706186156436,0,0
2068,other,314.jpg,0.672108644873,0.819822325186,0,0
2069,other,315.jpg,0.456061587247,0.675323320526,0,0
2070,other,316.jpg,0.666061597063,0.81612596887,0,0
2071,other,317.jpg,0.499592379285,0.706818491046,0,0
2072,other,318.jpg,0.712065203105,0.84383956005,0,0
2073,other,319.jpg,0.602761230415,0.77637698988,0,0
2074,other,320.jpg,0.68204793065,0.825861931954,0,0
2075,other,321.jpg,0.526244228474,0.725426928418,0,0
2076,other,322.jpg,0.69951861642,0.836372295345,0,0
2077,other,323.jpg,0.643261226854,0.802035676796,0,0
2078,other,324.jpg,0.485793329523,0.696988758534,0,0
2079,other,325.jpg,0.503085990147,0.70928554909,0,0
2080,other,326.jpg,0.756517757883,0.86978029288,0,0
2081,other,327.jpg,0.75792353959,0.870588042411,0,0
2082,other,328.jpg,0.563920422589,0.750946351338,0,0
2083,other,329.jpg,0.532925010908,0.730017130558,0,0
2084,other,330.jpg,0.505876264376,0.711249790422,0,0
2085,other,331.jpg,0.603431852749,0.776808762019,0,0
2086,other,332.jpg,0.503731460765,0.709740417875,0,0
2087,other,333.jpg,0.659986021385,0.812395237175,0,0
2088,other,334.jpg,0.594583650336,0.771092504396,0,0
2089,other,335.jpg,0.747602834389,0.864640291907,0,0
2090,other,336.jpg,0.692394994122,0.832102754545,0,0
2091,other,337.jpg,0.339792670266,0.582917378593,0,0
2092,other,338.jpg,0.574148446509,0.757725838618,0,0
2093,other,339.jpg,0.527770454057,0.726478116709,0,0
2094,other,340.jpg,0.630466796537,0.794019393048,0,0
2095,other,341.jpg,0.454631029547,0.674263323596,0,0
2096,other,342.jpg,0.754747120503,0.868761831864,0,0
2097,other,343.jpg,0.585183224576,0.764972695314,0,0
2098,other,344.jpg,0.586913381076,0.766102722274,0,0
2099,other,345.jpg,0.680440519952,0.824888186333,0,0
2100,other,346.jpg,0.642757801514,0.801721773132,0,0
2101,other,347.jpg,0.641334311947,0.800833510754,0,0
2102,other,348.jpg,0.755621421147,0.869264873987,0,0
2103,other,349.jpg,0.57654465954,0.759305379633,0,0
2104,other,350.jpg,0.529242549653,0.727490583893,0,0
2105,other,351.jpg,0.732428508059,0.855820371374,0,0
2106,other,352.jpg,0.600300993992,0.774790935667,0,0
2107,other,353.jpg,0.769677773345,0.87731281385,0,0
2108,other,354.jpg,0.667193528665,0.816819152974,0,0
2109,other,355.jpg,0.590455250621,0.768410860557,0,0
2110,other,356.jpg,0.47877897978,0.691938566478,0,0
2111,other,357.jpg,0.511230689717,0.715003978812,0,0
2112,other,358.jpg,0.566193168015,0.752458083892,0,0
2113,other,359.jpg,0.536492424619,0.732456431891,0,0
2114,other,360.jpg,0.713797533745,0.844865393862,0,0
2115,other,361.jpg,0.676000678099,0.822192604016,0,0
2116,other,362.jpg,0.489800954194,0.699857809983,0,0
2117,other,363.jpg,0.695898992521,0.834205605664,0,0
2118,other,364.jpg,0.268634118915,0.51829925614,0,0
2119,other,365.jpg,0.556291320221,0.745849395133,0,0
2120,other,366.jpg,0.687534845681,0.829177210059,0,0
2121,other,367.jpg,0.656953455006,0.810526652866,0,0
2122,other,368.jpg,0.744291113587,0.862723080477,0,0
2123,other,369.jpg,0.633451866808,0.795896894584,0,0
2124,other,370.jpg,0.655542229036,0.809655623729,0,0
2125,other,371.jpg,0.561648110921,0.749431858758,0,0
2126,other,372.jpg,0.524333372252,0.724108674338,0,0
2127,other,373.jpg,0.750132297079,0.866101782171,0,0
2128,other,374.jpg,0.816212774511,0.903444948246,0,0
2129,other,375.jpg,0.622741365332,0.789139636143,0,0
2130,other,376.jpg,0.397475437595,0.630456531091,0,0
2131,other,377.jpg,0.461873354888,0.679612650624,0,0
2132,other,378.jpg,0.535819219295,0.731996734484,0,0
2133,other,379.jpg,0.714749016157,0.845428303381,0,0
2134,other,380.jpg,0.55820183774,0.747129063643,0,0
2135,other,381.jpg,0.301762017246,0.549328696907,0,0
2136,other,382.jpg,0.631005548691,0.794358576898,0,0
2137,other,383.jpg,0.399641988546,0.632172435769,0,0
2138,other,384.jpg,0.766795338834,0.875668509673,0,0
2139,other,385.jpg,0.533073113387,0.730118561185,0,0
2140,other,386.jpg,0.528374984235,0.726894066721,0,0
2141,other,387.jpg,0.451225538897,0.671733234921,0,0
2142,other,388.jpg,0.73736129112,0.858697438636,0,0
2143,other,389.jpg,0.721545496125,0.849438341568,0,0
2144,other,390.jpg,0.705223650645,0.839775952647,0,0
2145,other,391.jpg,0.645128161958,0.803198706397,0,0
2146,other,392.jpg,0.746155891563,0.863803155564,0,0
2147,other,393.jpg,0.815660160961,0.903139059592,0,0
2148,other,394.jpg,0.632142145478,0.795073672988,0,0
2149,other,395.jpg,0.611494564993,0.781981179437,0,0
2150,other,396.jpg,0.736806451561,0.858374307375,0,0
2151,other,397.jpg,0.709121801245,0.842093700989,0,0
2152,other,398.jpg,0.633001248895,0.7956137561,0,0
2153,other,399.jpg,0.579475382346,0.761232804302,0,0
2154,other,400.jpg,0.484913971584,0.696357646317,0,0
2155,other,401.jpg,0.771404658725,0.878296452643,0,0
2156,other,402.jpg,0.580747429051,0.762067863809,0,0
2157,other,403.jpg,0.803425586206,0.896340106325,0,0
2158,other,404.jpg,0.467329568977,0.683615073691,0,0
2159,other,405.jpg,0.677867294515,0.823326966955,0,0
2160,other,406.jpg,0.645137460614,0.803204494891,0,0
2161,other,407.jpg,0.686273415594,0.828416209157,0,0
2162,other,408.jpg,0.28608904076,0.534872920197,0,0
2163,other,409.jpg,0.479510570208,0.692467017415,0,0
2164,other,410.jpg,0.696017842877,0.834276838272,0,0
2165,other,411.jpg,0.702146838755,0.837942025891,0,0
2166,other,412.jpg,0.692354552888,0.832078453566,0,0
2167,other,413.jpg,0.583472901371,0.76385397909,0,0
2168,other,414.jpg,0.62613304549,0.791285691448,0,0
2169,other,415.jpg,0.730755592582,0.854842437284,0,0
2170,other,416.jpg,0.727445213813,0.852903988625,0,0
2171,other,417.jpg,0.684795587117,0.82752376831,0,0
2172,other,418.jpg,0.70735206671,0.841042250253,0,0
2173,other,419.jpg,0.689705592242,0.830485154739,0,0
2174,other,420.jpg,0.678323793748,0.823604148695,0,0
2175,other,421.jpg,0.799852416768,0.89434468566,0,0
2176,other,422.jpg,0.525094020831,0.724633714942,0,0
2177,other,423.jpg,0.720192043849,0.848641292802,0,0
2178,other,424.jpg,0.26929640326,0.518937764342,0,0
2179,other,425.jpg,0.655784443409,0.809805188554,0,0
2180,other,426.jpg,0.764647432237,0.874441211424,0,0
2181,other,427.jpg,0.636519579684,0.797821771879,0,0
2182,other,428.jpg,0.490130735609,0.70009337635,0,0
2183,other,429.jpg,0.675653373879,0.821981370762,0,0
2184,other,430.jpg,0.535678950026,0.731900915443,0,0
2185,other,431.jpg,0.686214524518,0.828380664018,0,0
2186,other,432.jpg,0.749091134544,0.865500511002,0,0
2187,other,433.jpg,0.326826781657,0.571687660928,0,0
2188,other,434.jpg,0.648889315355,0.805536662949,0,0
2189,other,435.jpg,0.534495019377,0.731091662774,0,0
2190,other,436.jpg,0.609253991244,0.780547238317,0,0
2191,other,437.jpg,0.611435284974,0.78194327478,0,0
2192,other,438.jpg,0.647079056197,0.804412242694,0,0
2193,other,439.jpg,0.661318524142,0.813214931087,0,0
2194,other,440.jpg,0.65248383828,0.807764717155,0,0
2195,other,441.jpg,0.766043025567,0.875238839156,0,0
2196,other,442.jpg,0.738881452628,0.859582138383,0,0
2197,other,443.jpg,0.734587420604,0.857080755008,0,0
2198,other,444.jpg,0.577163204785,0.759712580378,0,0
2199,other,445.jpg,0.600501286766,0.7749201809,0,0
2200,other,446.jpg,0.588043003548,0.766839620486,0,0
2201,other,447.jpg,0.692182549079,0.831975089218,0,0
2202,other,448.jpg,0.671925588424,0.819710673606,0,0
2203,other,449.jpg,0.732349962165,0.855774480903,0,0
2204,other,450.jpg,0.563248584611,0.750498890479,0,0
2205,other,451.jpg,0.601354501244,0.775470503143,0,0
2206,other,452.jpg,0.467795299454,0.683955626816,0,0
2207,other,453.jpg,0.564546418046,0.751363040112,0,0
2208,other,454.jpg,0.313072304936,0.559528645322,0,0
2209,other,455.jpg,0.544510961617,0.737909860089,0,0
2210,other,456.jpg,0.704340741173,0.839250106448,0,0
2211,other,457.jpg,0.38745839355,0.622461559898,0,0
2212,other,458.jpg,0.819751754257,0.905401432657,0,0
2213,other,459.jpg,0.622559315118,0.789024280436,0,0
2214,other,460.jpg,0.298734973746,0.546566531857,0,0
2215,other,461.jpg,0.739640184858,0.860023362972,0,0
2216,other,462.jpg,0.635384454715,0.797110064367,0,0
2217,other,463.jpg,0.579103711668,0.760988640959,0,0
2218,other,464.jpg,0.637350281594,0.798342208325,0,0
2219,other,465.jpg,0.644019515763,0.80250826523,0,0
2220,other,466.jpg,0.235147136483,0.484919721689,0,0
2221,other,467.jpg,0.504088737766,0.709992068805,0,0
2222,other,468.jpg,0.568465635622,0.753966601132,0,0
2223,other,469.jpg,0.387126389501,0.622194816356,0,0
2224,other,470.jpg,0.709725728262,0.842452211263,0,0
2225,other,471.jpg,0.700695159464,0.837075360684,0,0
2226,other,472.jpg,0.650742419867,0.806686072687,0,0
2227,other,473.jpg,0.717733281146,0.84719140762,0,0
2228,other,474.jpg,0.607464659829,0.779400192346,0,0
2229,other,475.jpg,0.709771312317,0.842479265215,0,0
2230,other,476.jpg,0.471281143579,0.686499194157,0,0
2231,other,477.jpg,0.660183839719,0.812516978111,0,0
2232,other,478.jpg,0.740531405943,0.860541344703,0,0
2233,other,479.jpg,0.649323811648,0.805806311497,0,0
2234,other,480.jpg,0.756243157486,0.869622422369,0,0
2235,other,481.jpg,0.682775742467,0.826302452173,0,0
2236,other,482.jpg,0.305276148922,0.552518007781,0,0
2237,other,483.jpg,0.701001391726,0.837258258679,0,0
2238,other,484.jpg,0.562874715081,0.750249768465,0,0
2239,other,485.jpg,0.769463571078,0.87719072674,0,0
2240,other,486.jpg,0.440526966274,0.663722054985,0,0
2241,other,487.jpg,0.607000362721,0.779102280013,0,0
2242,other,488.jpg,0.42002366563,0.648092328014,0,0
2243,other,489.jpg,0.608389852101,0.77999349491,0,0
2244,other,490.jpg,0.633587706067,0.79598222723,0,0
2245,other,491.jpg,0.652244466969,0.807616534606,0,0
2246,other,492.jpg,0.718094000259,0.847404272032,0,0
2247,other,493.jpg,0.528297608886,0.726840841509,0,0
2248,other,494.jpg,0.360744686533,0.600620251518,0,0
2249,other,495.jpg,0.662276551857,0.813803755126,0,0
2250,other,496.jpg,0.805130960479,0.8972909007,0,0
2251,other,497.jpg,0.430591525531,0.656194731411,0,0
2252,other,498.jpg,0.603115165127,0.77660489641,0,0
2253,other,499.jpg,0.524241079008,0.724044942671,0,0
2254,other,500.jpg,0.663740497555,0.814702705012,0,0
2255,other,501.jpg,0.518413980091,0.720009708331,0,0
2256,other,502.jpg,0.555585267783,0.745375923802,0,0
2257,other,503.jpg,0.39918489345,0.631810805107,0,0
2258,other,504.jpg,0.54644399412,0.739218502285,0,0
2259,other,505.jpg,0.613596326831,0.783323896502,0,0
2260,other,506.jpg,0.63761671004,0.798509054451,0,0
2261,other,507.jpg,0.443349188054,0.665844717674,0,0
2262,other,508.jpg,0.443108700064,0.665664104533,0,0
2263,other,509.jpg,0.581206973646,0.762369315782,0,0
2264,other,510.jpg,0.3669455971,0.605760346259,0,0
2265,other,511.jpg,0.753861773069,0.868252136807,0,0
2266,other,512.jpg,0.669013619415,0.817932527422,0,0
2267,other,513.jpg,0.616657343328,0.785275329632,0,0
2268,other,514.jpg,0.542044690589,0.736236844085,0,0
2269,other,515.jpg,0.622272747253,0.78884266318,0,0
2270,other,516.jpg,0.668720624333,0.817753400686,0,0
2271,other,517.jpg,0.660386484728,0.812641670558,0,0
2272,other,518.jpg,0.606527975795,0.778799059961,0,0
2273,other,519.jpg,0.657586033484,0.810916785795,0,0
2274,other,520.jpg,0.748389198146,0.865094907016,0,0
2275,other,521.jpg,0.505518038295,0.710997917223,0,0
2276,other,522.jpg,0.523836189378,0.72376528611,0,0
2277,other,523.jpg,0.633493149156,0.795922828644,0,0
2278,other,524.jpg,0.686585117433,0.82860431898,0,0
2279,other,525.jpg,0.672018455521,0.819767317915,0,0
2280,other,526.jpg,0.808389915918,0.899105063893,0,0
2281,other,527.jpg,0.694708110361,0.83349151787,0,0
2282,other,528.jpg,0.46108734443,0.679034126116,0,0
2283,other,529.jpg,0.403579229718,0.635278859807,0,0
2284,other,530.jpg,0.405526977369,0.636810000996,0,0
2285,other,531.jpg,0.622413263336,0.788931722861,0,0
2286,other,532.jpg,0.429521563312,0.655378946345,0,0
2287,other,533.jpg,0.626152715268,0.791298120349,0,0
2288,other,534.jpg,0.461254300605,0.679157051502,0,0
2289,other,535.jpg,0.707105005628,0.840895359499,0,0
2290,other,536.jpg,0.685077852046,0.827694298667,0,0
2291,other,537.jpg,0.645045368883,0.803147165147,0,0
2292,other,538.jpg,0.594262064159,0.770883949865,0,0
2293,other,539.jpg,0.548468454137,0.740586560867,0,0
2294,other,540.jpg,0.727085691464,0.852693198908,0,0
2295,other,541.jpg,0.41611536584,0.645070047235,0,0
2296,other,542.jpg,0.59155533606,0.769126345966,0,0
2297,other,543.jpg,0.741904369439,0.861338707733,0,0
2298,other,544.jpg,0.653707314738,0.808521684767,0,0
2299,other,545.jpg,0.609845943934,0.780926337073,0,0
2300,other,546.jpg,0.528018478702,0.726648800111,0,0
2301,other,547.jpg,0.720204429855,0.848648590322,0,0
2302,other,548.jpg,0.775903401482,0.880853791206,0,0
2303,other,549.jpg,0.267768320535,0.517463351876,0,0
2304,other,550.jpg,0.648947911559,0.805573033039,0,0
2305,other,551.jpg,0.673854463359,0.820886388825,0,0
2306,other,552.jpg,0.570251715926,0.755150128072,0,0
2307,other,553.jpg,0.617934893336,0.786088349574,0,0
2308,other,554.jpg,0.599342512037,0.774172146255,0,0
2309,other,555.jpg,0.489577472237,0.699698129365,0,0
2310,other,556.jpg,0.600489066706,0.774912296138,0,0
2311,other,557.jpg,0.479356342625,0.6923556475,0,0
2312,other,558.jpg,0.60166611967,0.775671399286,0,0
2313,other,559.jpg,0.526456239172,0.725573041928,0,0
2314,other,560.jpg,0.704859622978,0.839559183725,0,0
2315,other,561.jpg,0.572379532671,0.756557686281,0,0
2316,other,562.jpg,0.638422337357,0.799013352427,0,0
2317,other,563.jpg,0.58375522877,0.764038761301,0,0
2318,other,564.jpg,0.615449105082,0.784505643754,0,0
2319,other,565.jpg,0.476662196537,0.690407268601,0,0
2320,other,566.jpg,0.61194865248,0.782271469811,0,0
2321,other,567.jpg,0.52694044693,0.725906637888,0,0
2322,other,568.jpg,0.443235872763,0.665759620857,0,0
2323,other,569.jpg,0.637793719146,0.798619884016,0,0
2324,other,570.jpg,0.49131477936,0.700938498985,0,0
2325,other,571.jpg,0.685881620336,0.828179702924,0,0
2326,other,572.jpg,0.360078867746,0.600065719523,0,0
2327,other,573.jpg,0.659023965883,0.811802910738,0,0
2328,other,574.jpg,0.477134448004,0.69074919327,0,0
2329,other,575.jpg,0.745046933381,0.863161012431,0,0
2330,other,576.jpg,0.766083702846,0.875262076664,0,0
2331,other,577.jpg,0.552124781312,0.743050995095,0,0
2332,other,578.jpg,0.514287067864,0.717138109337,0,0
2333,other,579.jpg,0.585532844716,0.765201179244,0,0
2334,other,580.jpg,0.610114298879,0.781098136523,0,0
2335,other,581.jpg,0.788211641639,0.88781284156,0,0
2336,other,582.jpg,0.654653486333,0.809106597633,0,0
2337,other,583.jpg,0.832707641511,0.912528159298,0,0
2338,other,584.jpg,0.577149174713,0.75970334652,0,0
2339,other,585.jpg,0.386469699071,0.62166687146,0,0
2340,other,586.jpg,0.529560838355,0.727709308965,0,0
2341,other,587.jpg,0.602484952869,0.776199042043,0,0
2342,other,588.jpg,0.502283471455,0.708719600022,0,0
2343,other,589.jpg,0.648875364391,0.80552800348,0,0
2344,other,590.jpg,0.669785412787,0.818404186687,0,0
2345,other,591.jpg,0.554246444101,0.744477295894,0,0
2346,other,592.jpg,0.677474575002,0.823088436926,0,0
